"전철역코드","전철역명","전철역명_영문","호선","외부코드","사이버스테이션","관리소코드","관리소명","개통일","전화번호","FAX번호","우편번호","주소","현장민원소","관광안내소","문화공간","항공권판매","장애인시설","만남의장소","주차장","자전거보관소","무인민원발급기","역무실","수유방","엘레베이터","에스컬레이터","휠체어리프트시설","스피드게이트","화장실","역명한자","유래","X좌표","Y좌표","X좌표(WGS)","Y좌표(WGS)"
"2641","고려대","Korea Univ.","6","640","2641","350450","석계역무관리소","2000-12-15 00:00:00","02-6311-6401","","02841","서울특별시 성북구 종암로 지하 1","","","","","","","","Y","","","N","","","","","게이트 내부","高麗大","○ 고려대 부지(생활관 지하)에 역사가 위치하여 고려대역으로 역명을 정했으며 또한 종암역이라고도 하는데 고려대 뒷산에 종(鐘)처럼 생긴 커다란 바위가 있는 마을이라 하여 한자로 종암(鐘岩)이라고 부른데서 유래되었다.","507807","1135480","37.590508","127.036296"
"0329","고속터미널","Express Bus Terminal","3","339","0329","132500","옥수영업소","1985-10-18 0:0:0","02-6110-3391","6110 - 3399","06545","서울특별시 서초구 신반포로 지하 188","N","N","N","Y","Y","N","N","N","N","Y","Y","Y","Y","N","Y","게이트 내부","高速터미널","","500913","1111778","37.504810","127.004943"
"0329","고속터미널","Express Bus Terminal","3","339","0329","132500","옥수영업소","1985-10-18 0:0:0","02-6110-3391","6110 - 3399","06545","서울특별시 서초구 신반포로 지하 188","N","N","N","Y","Y","N","N","N","N","Y","Y","Y","Y","N","Y","게이트 내부","高速터미널","","500913","1111778","37.504810","127.004943"
"0329","고속터미널","Express Bus Terminal","3","339","0329","132500","옥수영업소","1985-10-18 0:0:0","02-6110-3391","6110 - 3399","06545","서울특별시 서초구 신반포로 지하 188","N","N","N","Y","Y","N","N","N","N","Y","Y","Y","Y","N","Y","게이트 내부","高速터미널","○ 서울과 지방 주요도시를 고속버스로 연결하는 고속버스터미널이 지상에 위치한데서 역명이 유래되었다.","500913","1111778","37.504810","127.004943"
"2736","고속터미널","Express Bus Terminal","7","734","0329","350600","내방역무관리소","2000-08-01 00:00:00","02-6311-7341","","06545","서울특별시 서초구 신반포로 지하 188","","","","","","","","Y","","","Y","","","","","게이트 외부","高速터미널","","500913","1111778","37.504810","127.004943"
"2736","고속터미널","Express Bus Terminal","7","734","0329","350600","내방역무관리소","2000-08-01 00:00:00","02-6311-7341","","06545","서울특별시 서초구 신반포로 지하 188","","","","","","","","Y","","","Y","","","","","게이트 외부","高速터미널","","500913","1111778","37.504810","127.004943"
"2736","고속터미널","Express Bus Terminal","7","734","0329","350600","내방역무관리소","2000-08-01 00:00:00","02-6311-7341","","06545","서울특별시 서초구 신반포로 지하 188","","","","","","","","Y","","","Y","","","","","게이트 외부","高速터미널","○ 서울과 지방 주요도시를 고속버스로 연결하는 고속버스터미널이 지상에 위치한데서 역명이 유래되었다.","500913","1111778","37.504810","127.004943"
"4123","고속터미널","Express Bus Terminal","9","923","0329","410000","9호선구간","2009-7-24","02-2656-0923","","06545","서울특별시 서초구 신반포로 지하 188","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","게이트 내부외부","高速터미널","","500913","1111778","37.504810","127.004943"
"4123","고속터미널","Express Bus Terminal","9","923","0329","410000","9호선구간","2009-7-24","02-2656-0923","","06545","서울특별시 서초구 신반포로 지하 188","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","게이트 내부외부","高速터미널","","500913","1111778","37.504810","127.004943"
"4123","고속터미널","Express Bus Terminal","9","923","0329","410000","9호선구간","2009-7-24","02-2656-0923","","06545","서울특별시 서초구 신반포로 지하 188","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","게이트 내부외부","高速터미널","○ 서울과 지방 주요도시를 고속버스로 연결하는 고속버스터미널이 지상에 위치한데서 역명이 유래되었다.","500913","1111778","37.504810","127.004943"
"1757","고잔","Gojan","4","451","1757","410000","철도청구간","","031-482-7788","","15356","경기도 안산시 단원구 중앙대로 784","","","","","","","","","","","N","","","","","게이트 내부","古棧",""곶의 안쪽" 이라는 말을 한자로 소리나는대로 표기하여 유래되었음.","460565","1059785","37.316777","126.823249"
"4513","고진","Gojin","E","Y121","4513","410000","용인경전철","2014-09-20","031-329-3570","","17148","경기도 용인시 처인구 경안천로 141","","","","","","","","","","","N","","","","","게이트 외부","古陣","","547400","1039700","37.244840","127.214251"
"1272","곡산","Goksan","K","K323","1272","410000","철도청구간","","031-907-5155","","10453","경기도 고양시 일산동구 경의로 160","","","","","","","","","","","N","","","","","게이트 외부","谷山","","456120","1150979","37.645676","126.801762"
"4612","곤제","Gonjae","U","U122","4612","410000","의정부경전철","2014-12-06 00:00:00","031-820-1000","","11768","경기도 의정부시 천보로 173","","","","","","","","","","","N","","","","","게이트 내부","昆弟","지금으로부터 약 500여년전 양주조씨 두 형제가 이 곳에 와서 마을을 개척하고 살기 시작하였다고 해서 곤제라 불리움","518200","1179980","37.750471","127.083715"
"1506","곤지암","Gonjiam","KK","K415","1506","","","","","","","","","","","","","","","","","","","","","","","","昆池岩","","","","37.351315","127.346740"
"2530","공덕","Gongdeok","5","529","2530","350150","공덕역무관리소","1996-12-30 0:0:0","02-6311-5291","","04213","서울특별시 마포구 마포대로 지하 100","Y","N","N","N","Y","N","N","Y","Y","","Y","","","","","게이트 외부","孔德","","489187","1122797","37.544018","126.951592"
"2530","공덕","Gongdeok","5","529","2530","350150","공덕역무관리소","1996-12-30 0:0:0","02-6311-5291","","04213","서울특별시 마포구 마포대로 지하 100","Y","N","N","N","Y","N","N","Y","Y","","Y","","","","","게이트 외부","孔德","","489187","1122797","37.544018","126.951592"
"2530","공덕","Gongdeok","5","529","2530","350150","공덕역무관리소","1996-12-30 0:0:0","02-6311-5291","","04213","서울특별시 마포구 마포대로 지하 100","Y","N","N","N","Y","N","N","Y","Y","","Y","","","","","게이트 외부","孔德","","489187","1122797","37.544018","126.951592"
"2530","공덕","Gongdeok","5","529","2530","350150","공덕역무관리소","1996-12-30 0:0:0","02-6311-5291","","04213","서울특별시 마포구 마포대로 지하 100","Y","N","N","N","Y","N","N","Y","Y","","Y","","","","","게이트 외부","孔德","○ 마포구 공덕동에서 따온 역이름은 언덕을 일컫는 우리 말 '덕 더기' 에서 우선 유래하여 만리현 아현 대현 등 고개마루에서 서남쪽으로 펼쳐 내려간 언덕진 지대이기 때문에 이지역을 옛날에 우리말로 "큰더기" "큰덕이" "큰덕"으로 불려지던 것이 당시 음이 비슷한 한자 공덕(孔德)으로 본다.","489187","1122797","37.544018","126.951592"
"2627","공덕","Gongdeok","6","626","2530","350150","공덕역무관리소","2000-12-15 0:0:0","02-6311-6261","","04196","서울특별시 마포구 백범로 지하 200","N","N","N","Y","Y","N","N","N","Y","","Y","","","","","게이트 내부","孔德","","489187","1122797","37.544018","126.951592"
"2627","공덕","Gongdeok","6","626","2530","350150","공덕역무관리소","2000-12-15 0:0:0","02-6311-6261","","04196","서울특별시 마포구 백범로 지하 200","N","N","N","Y","Y","N","N","N","Y","","Y","","","","","게이트 내부","孔德","","489187","1122797","37.544018","126.951592"
"2627","공덕","Gongdeok","6","626","2530","350150","공덕역무관리소","2000-12-15 0:0:0","02-6311-6261","","04196","서울특별시 마포구 백범로 지하 200","N","N","N","Y","Y","N","N","N","Y","","Y","","","","","게이트 내부","孔德","","489187","1122797","37.544018","126.951592"
"2627","공덕","Gongdeok","6","626","2530","350150","공덕역무관리소","2000-12-15 0:0:0","02-6311-6261","","04196","서울특별시 마포구 백범로 지하 200","N","N","N","Y","Y","N","N","N","Y","","Y","","","","","게이트 내부","孔德","○ 마포구 공덕동에서 따온 역이름은 언덕을 일컫는 우리 말 '덕 더기' 에서 우선 유래하여 만리현 아현 대현 등 고개마루에서 서남쪽으로 펼쳐 내려간 언덕진 지대이기 때문에 이지역을 옛날에 우리말로 "큰더기" "큰덕이" "큰덕"으로 불려지던 것이 당시 음이 비슷한 한자 공덕(孔德)으로 본다.","489187","1122797","37.544018","126.951592"
"1262","공덕","Gongdeok","K","K312","2530","410000","철도청구간","","02-1544-7788","","04168","서울특별시 마포구 마포대로 지하 92","","","","","","","","","","","N","","","","","게이트 외부","孔德","","489187","1122797","37.544018","126.951592"
"1262","공덕","Gongdeok","K","K312","2530","410000","철도청구간","","02-1544-7788","","04168","서울특별시 마포구 마포대로 지하 92","","","","","","","","","","","N","","","","","게이트 외부","孔德","","489187","1122797","37.544018","126.951592"
"1262","공덕","Gongdeok","K","K312","2530","410000","철도청구간","","02-1544-7788","","04168","서울특별시 마포구 마포대로 지하 92","","","","","","","","","","","N","","","","","게이트 외부","孔德","","489187","1122797","37.544018","126.951592"
"1262","공덕","Gongdeok","K","K312","2530","410000","철도청구간","","02-1544-7788","","04168","서울특별시 마포구 마포대로 지하 92","","","","","","","","","","","N","","","","","게이트 외부","孔德","○ 마포구 공덕동에서 따온 역이름은 언덕을 일컫는 우리 말 '덕 더기' 에서 우선 유래하여 만리현 아현 대현 등 고개마루에서 서남쪽으로 펼쳐 내려간 언덕진 지대이기 때문에 이지역을 옛날에 우리말로 "큰더기" "큰덕이" "큰덕"으로 불려지던 것이 당시 음이 비슷한 한자 공덕(孔德)으로 본다.","489187","1122797","37.544018","126.951592"
"1292","공덕","Gongdeok","A","A02","2530","410000","코레일공항철도 구간","","02-392-7788","","04168","서울특별시 마포구 마포대로 지하 92","","","","","","","","","","","N","","","","","게이트 외부","孔德","","489187","1122797","37.544018","126.951592"
"1292","공덕","Gongdeok","A","A02","2530","410000","코레일공항철도 구간","","02-392-7788","","04168","서울특별시 마포구 마포대로 지하 92","","","","","","","","","","","N","","","","","게이트 외부","孔德","","489187","1122797","37.544018","126.951592"
"1292","공덕","Gongdeok","A","A02","2530","410000","코레일공항철도 구간","","02-392-7788","","04168","서울특별시 마포구 마포대로 지하 92","","","","","","","","","","","N","","","","","게이트 외부","孔德","","489187","1122797","37.544018","126.951592"
"1292","공덕","Gongdeok","A","A02","2530","410000","코레일공항철도 구간","","02-392-7788","","04168","서울특별시 마포구 마포대로 지하 92","","","","","","","","","","","N","","","","","게이트 외부","孔德","○ 마포구 공덕동에서 따온 역이름은 언덕을 일컫는 우리 말 '덕 더기' 에서 우선 유래하여 만리현 아현 대현 등 고개마루에서 서남쪽으로 펼쳐 내려간 언덕진 지대이기 때문에 이지역을 옛날에 우리말로 "큰더기" "큰덕이" "큰덕"으로 불려지던 것이 당시 음이 비슷한 한자 공덕(孔德)으로 본다.","489187","1122797","37.544018","126.951592"
"2718","공릉","Gongneung","7","716","2718","350500","태릉역무관리소","1996-10-11 00:00:00","02-6311-7161","977-0676","01840","서울특별시 노원구 동일로 지하 1074","","","","","","","","Y","","","N","","","","","게이트 외부","孔陵","○ 1963년 1월 1일 경기도 양주군 노해면에서 서울시로 편입될 당시 서쪽에 공덕리 동쪽에 태릉 강릉이 있었는데 주민들의 합의에 의하여 공덕리의 '공(孔)'자와 태릉의 '릉(陵)'자를 따서 공릉동이라는 지명으로 사용하기로 하였다고 한다.","515927","1145312","37.625742","127.072896"
"4103","공항시장","Airport Market","9","903","4103","410000","9호선구간","2009-7-24","02-2656-0903","","07619","서울특별시 강서구 방화동로 지하 30","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","게이트 외부","空港市場","","458100","1128200","37.563726","126.810678"
"4212","공항화물청사","Incheon Int'l Airport Cargo Terminal station","A","A09","4212","410000","코레일공항철도 구간","","032-745-7480","032-745-7948","22381","인천광역시 중구 공항동로135번길 86","","","","","","","","","","","N","","","","","게이트 내부외부","空港貨物廳舍","","384282","1099430","37.458366","126.476241"
"1453","과천","Gwacheon","4","438","1453","410000","철도청구간","","02-3679-8831","","13836","경기도 과천시 별양로 지하 177","","","","","","","","","","","N","","","","","게이트 외부","政府","과천은 과일과 시내 구름 산 암자등이 잘 어우러져 쾌적하고 안락한 삶의 터전이라는 뜻에서 유래되었음.","499077","1091800","37.433021","126.996568"
